Gene,Retene_Rep1,Retene_Rep2,Retene_Rep3,Retene_Rep4,Control1_Rep1,Control1_Rep2,Control1_Rep3,Control1_Rep4
ENSDARG00000053665.6,8.936052773,8.718639001,8.872361639,9.168587754,9.015133514,9.0225496,9.018759385,9.11461528
ENSDARG00000040781.8,7.638843263,7.413700901,7.387274827,7.491498995,7.119074004,7.070942251,7.015170682,6.868629558
ENSDARG00000103521.2,8.372631129,8.685007432,8.286054544,8.0583913,8.611077432,8.80446531,8.147543267,9.174282876
ENSDARG00000094668.2,6.935110109,6.759885668,6.219712612,6.708784654,6.465899927,6.395891062,6.670568393,6.596459811
ENSDARG00000042829.9,8.479153295,8.177980905,8.439990923,8.404994552,8.308311798,8.336621069,8.412194828,8.569007348
ENSDARG00000102776.2,7.177986734,7.193130163,6.925377061,7.167690351,6.432981617,6.745659104,6.404397489,6.546215898
ENSDARG00000013997.12,10.23626358,10.89690393,10.03642901,10.64678377,10.78501798,10.79365434,10.81629693,10.63438006
ENSDARG00000096515.2,8.372631129,8.107097021,8.08238315,8.277396639,8.094924983,8.204161787,7.811299963,7.86112156
ENSDARG00000040008.7,8.603391478,8.624057448,8.435583104,8.331121215,8.838597071,8.851654521,8.833145374,8.680371979
ENSDARG00000098279.1,6.467309736,6.219712612,6.594295998,6.773520828,6.588437412,6.524485248,6.219712612,6.680483164
ENSDARG00000060893.6,9.195471948,9.012621857,9.133281223,9.022604136,9.403246221,9.38658822,9.260451,9.274444189
ENSDARG00000094210.3,11.30870611,10.94331864,11.12754204,10.93546751,10.15344997,10.60306969,10.19430861,10.14292241
ENSDARG00000100014.1,6.994307271,6.914422183,6.944322344,7.096907205,7.103071713,7.01736679,6.880273019,6.219712612
ENSDARG00000105094.1,6.994307271,6.914422183,6.944322344,7.096907205,7.103071713,7.01736679,6.880273019,6.219712612
ENSDARG00000056376.5,7.980069534,8.448180301,8.616862725,8.365737789,8.047527167,8.043075046,8.160840576,8.42518082
ENSDARG00000103844.1,8.079234354,8.26865342,8.235545541,8.195594508,7.689662254,8.094890735,7.960315512,7.806858043
ENSDARG00000089593.1,7.552108003,7.253503834,7.064187828,7.364178795,7.388695016,7.321532684,7.331265913,7.449391949
ENSDARG00000005915.11,9.373537189,9.339577136,9.379765105,9.633546951,9.654071787,9.349678535,9.388726211,9.426052462
ENSDARG00000062632.5,9.659909357,9.734623678,9.669269594,8.875051835,10.29935446,10.16204649,10.23896646,10.17530594
ENSDARG00000088775.2,6.994307271,6.47550747,6.692737643,7.039293963,7.017661427,6.939090561,6.480718748,6.546215898
ENSDARG00000104446.2,6.522770694,6.580990472,6.662432489,6.219712612,6.793975148,6.219712612,6.219712612,6.219712612
ENSDARG00000076292.5,8.502207163,8.583363567,8.769667018,8.843542007,8.623513604,9.016231814,8.841071941,8.757151925
ENSDARG00000037588.4,9.409430645,9.548568014,9.469895165,9.68903732,9.39383066,9.620998532,9.771581493,9.760201678
ENSDARG00000103349.1,7.666273234,7.507429145,7.398074631,7.467306068,6.819156468,7.496821603,7.509063804,7.499683072
ENSDARG00000071629.4,8.135123612,7.936715745,8.381500882,8.258978524,7.960766726,8.221488225,8.280659325,7.806858043
ENSDARG00000089586.3,9.074818379,8.954457196,9.225311996,9.165434455,8.128568613,7.988978421,8.268563491,7.994714986
ENSDARG00000001993.8,8.176931259,8.080290735,8.24580795,8.115091924,8.540533614,8.774593691,8.729970228,8.698833355
ENSDARG00000100234.1,8.975300108,8.810931751,8.620709483,8.66952943,9.20718995,8.442357311,9.09642865,8.833982833
ENSDARG00000095902.2,6.822548544,6.867269039,6.219712612,6.908131662,6.694880293,6.219712612,6.219712612,6.219712612
ENSDARG00000102326.1,7.435275332,8.23315472,7.794816673,7.844840104,8.028045858,7.777719316,8.092896135,7.740144944
ENSDARG00000089513.3,6.994307271,6.936754662,6.747986485,6.672812111,7.111113225,6.684118973,6.880273019,6.812908824
ENSDARG00000056885.7,7.066269525,7.267969669,7.354127769,7.350480514,7.593821844,7.849842947,7.72896872,7.499683072
ENSDARG00000095440.3,6.713106806,6.759885668,6.219712612,6.219712612,6.465899927,6.219712612,6.219712612,6.546215898
ENSDARG00000017220.10,8.811104163,8.637352414,8.875549385,9.12052251,8.892115529,8.879905652,8.531720023,8.813071263
ENSDARG00000101551.2,7.340764659,7.473295521,7.376352843,7.503383252,6.85495816,7.549038303,7.358745285,7.148154489
ENSDARG00000099365.1,6.219712612,6.219712612,6.219712612,6.219712612,6.608265996,6.219712612,6.219712612,6.219712612
ENSDARG00000095897.2,9.339189656,9.543989898,9.81500698,9.559193819,9.240513009,9.283310927,9.58031665,9.209528502
ENSDARG00000034007.9,9.016595793,8.901015625,8.709881107,9.107419919,8.980636775,8.77836365,9.015281708,9.187202625
ENSDARG00000091926.3,7.289720507,7.310024432,7.440118218,6.742199673,7.322229,7.371458408,7.243541559,7.183303143
ENSDARG00000038681.7,6.39489751,6.219712612,6.219712612,6.540757883,6.219712612,6.219712612,6.404397489,6.596459811
ENSDARG00000096097.2,6.713106806,6.400705188,6.773465933,6.219712612,6.465899927,6.715881313,6.480718748,6.486490465
ENSDARG00000103972.1,6.467309736,6.958359411,6.843404446,6.219712612,6.627108659,6.524485248,7.163119881,6.486490465
ENSDARG00000042123.4,8.141181936,8.003424,8.512755018,8.246551099,8.281841217,8.244229506,8.078851492,8.307479521
ENSDARG00000101528.1,6.219712612,6.759885668,6.885741224,6.998252144,6.780937814,6.715881313,7.054911128,6.596459811
ENSDARG00000104560.1,6.219712612,6.580990472,6.457018342,6.219712612,6.75386056,6.219712612,6.219712612,6.71705336
ENSDARG00000043627.6,8.283916588,8.473353444,8.545661949,8.811289623,8.50944045,8.660444821,8.481075346,8.558871573
ENSDARG00000070692.6,6.522770694,6.759885668,6.510188452,6.540757883,6.219712612,6.896256718,6.880273019,6.219712612
ENSDARG00000041333.7,6.770681927,6.400705188,6.219712612,6.672812111,6.219712612,6.684118973,6.480718748,6.219712612
ENSDARG00000070331.5,10.71004077,10.63181093,10.6435801,10.69713515,10.95696368,11.19298353,10.84444534,10.86577744
ENSDARG00000103113.1,8.469818062,7.921375827,8.15031905,8.495712386,8.031314293,8.347068673,8.362297346,7.615656024
ENSDARG00000074738.2,7.82592216,8.14625623,8.058887379,8.014088697,8.173036777,8.094890735,8.050274846,7.946347156
ENSDARG00000093872.2,6.975135499,7.238798128,7.34281693,7.078180904,7.346942172,7.087988582,6.994456462,7.072915748
ENSDARG00000093082.2,6.914159018,7.582950785,7.331368384,7.167690351,7.340824727,7.19809147,6.670568393,6.989443413
ENSDARG00000104214.1,7.147615332,7.057383344,7.365305083,7.039293963,7.439859304,7.168111878,7.372191568,7.382731221
ENSDARG00000098714.1,7.221581965,7.057383344,7.653144265,7.293591096,7.428717445,6.825922372,7.757078454,7.396431987
ENSDARG00000094246.3,6.822548544,6.661613352,6.62981952,6.831150346,7.035538607,6.219712612,6.219712612,6.596459811
ENSDARG00000103645.1,6.647520759,6.47550747,6.554937416,6.219712612,6.393898805,6.219712612,6.219712612,6.219712612
ENSDARG00000097959.1,9.09862072,9.541695271,9.560473625,9.589872109,9.425359081,9.434342155,9.342673701,9.417893526
ENSDARG00000098183.2,6.219712612,6.867269039,6.62981952,6.219712612,6.432981617,6.524485248,6.539161672,6.919661333
ENSDARG00000104328.1,6.610483016,6.580990472,6.554937416,6.80308597,6.545093041,6.612688414,6.739619213,6.596459811
ENSDARG00000038106.6,9.498687959,8.9368728,9.463644949,9.100822052,8.941994462,9.649511482,9.185476776,8.90672595
ENSDARG00000103680.1,7.099821724,6.936754662,6.62981952,6.80308597,6.608265996,6.939090561,7.22804745,7.072915748
ENSDARG00000098620.1,8.060031488,8.165386724,8.266089063,7.615318555,8.057153292,7.917775587,8.050274846,7.834305829
ENSDARG00000073874.4,8.843425287,9.200365883,9.412620214,9.067354558,9.251010918,9.50083299,9.582641622,9.35086186
ENSDARG00000062278.5,6.647520759,7.093553848,6.594295998,6.954691716,6.931107748,6.873707611,6.800212374,7.183303143
ENSDARG00000098287.1,6.742721584,6.219712612,6.457018342,6.708784654,6.645096499,6.800464485,6.404397489,6.680483164
ENSDARG00000099698.1,6.610483016,6.759885668,6.747986485,6.482024712,6.910269434,6.773772799,6.670568393,6.943733381
ENSDARG00000104038.1,6.219712612,6.400705188,6.864943005,6.219712612,6.662333803,6.219712612,6.706366022,6.751021252
ENSDARG00000103501.1,6.610483016,6.78874119,6.747986485,6.976813512,6.694880293,6.219712612,7.128659551,6.219712612
ENSDARG00000074854.4,6.219712612,6.661613352,6.90586665,7.019062911,6.678905157,6.219712612,6.770789282,6.408487223
ENSDARG00000070506.4,6.467309736,7.038630328,6.219712612,6.773520828,6.710317509,6.395891062,6.706366022,7.011222723
ENSDARG00000090408.4,7.207295974,6.867269039,7.153614518,7.636359713,7.376950483,7.321532684,7.302953048,7.409942015
ENSDARG00000020794.9,10.40551856,10.32909669,10.25587509,10.33301729,10.55976417,10.60203477,10.23309196,10.40415711
ENSDARG00000099626.1,6.219712612,6.219712612,6.662432489,6.219712612,6.432981617,6.219712612,6.219712612,6.219712612
ENSDARG00000101484.1,7.701815238,7.737926636,7.167598514,7.582965212,7.514573294,7.528466173,7.273737907,7.511877003
ENSDARG00000095148.2,6.219712612,6.219712612,6.594295998,6.219712612,6.219712612,7.104668759,6.219712612,6.219712612
ENSDARG00000046079.5,8.975300108,8.569519384,8.843333316,8.664993267,8.623513604,8.774593691,8.412194828,8.661654734
ENSDARG00000088961.3,6.39489751,6.661613352,6.692737643,6.672812111,6.432981617,6.873707611,6.219712612,6.782858508
ENSDARG00000077384.5,7.099821724,6.867269039,7.234237307,7.417096843,7.309621919,7.334264867,7.163119881,7.183303143
ENSDARG00000104318.1,6.219712612,6.219712612,6.219712612,7.184470312,6.494875219,6.219712612,6.219712612,6.219712612
ENSDARG00000037121.6,8.110592765,8.100449434,8.064803318,8.443108679,7.988127036,7.857587307,8.883866545,7.895949448
ENSDARG00000038805.6,7.777887164,8.40687416,7.627670257,8.0583913,7.89682918,8.377917085,8.356633518,8.501702631
ENSDARG00000096041.1,6.713106806,6.219712612,6.219712612,6.590170514,6.725266133,6.219712612,6.670568393,6.486490465
ENSDARG00000088142.3,8.417258001,8.995767279,8.830231622,8.722807758,8.711363168,8.837307436,8.28666483,8.894866767
ENSDARG00000038147.5,12.13586196,12.1568417,12.50881608,12.41464423,11.46242338,11.86267467,11.35256611,11.6915185
ENSDARG00000098557.1,7.802154754,7.966819468,7.845479512,7.377682869,7.667593264,7.475168839,7.619374485,7.954544261
ENSDARG00000062467.6,6.870076341,6.759885668,6.692737643,6.908131662,7.017661427,7.212693081,6.770789282,7.052912904
ENSDARG00000090689.5,13.88385695,14.28155685,14.05357579,14.22600276,13.21739222,14.14798522,13.28556021,13.8038068
ENSDARG00000092077.1,7.13199785,6.891289031,7.480454656,7.096907205,7.19467142,7.430415996,6.854776942,7.111427474
ENSDARG00000100095.2,11.26224417,11.23203555,10.82280503,10.25026849,11.21136897,11.00946933,11.11445218,11.30056157
ENSDARG00000092770.1,7.177986734,7.623803906,7.064187828,7.491498995,7.564798552,7.486052817,7.532072388,7.535841049
ENSDARG00000019365.7,7.916436794,7.874132832,7.852540274,8.135706233,7.514573294,7.880518598,7.509063804,7.669242388
ENSDARG00000105175.1,6.975135499,6.914422183,7.234237307,6.883530134,6.56745422,6.939090561,6.631562681,6.219712612
ENSDARG00000071891.3,8.357409968,8.184231212,8.635987301,8.426909326,8.779226824,8.66863394,8.050274846,8.675716949
ENSDARG00000099580.1,7.116072287,6.842259183,6.219712612,6.908131662,7.201867629,6.825922372,7.449170616,7.011222723
ENSDARG00000076386.3,9.324208349,10.0799773,10.1529309,9.837708237,9.005810333,9.078149907,9.905395586,9.701166267
ENSDARG00000100654.1,7.048924933,7.682335891,7.319777724,7.364178795,7.509414596,7.05350709,7.054911128,7.511877003
ENSDARG00000037859.7,6.219712612,6.219712612,6.387607575,6.540757883,6.219712612,6.219712612,6.404397489,6.219712612
ENSDARG00000069318.6,8.73641329,8.286040895,8.605255843,8.722807758,8.775544202,8.855217924,8.280659325,8.390972215
ENSDARG00000100592.2,7.761418316,7.337027602,7.69432894,7.571959065,7.711300992,7.834198608,7.461436474,7.648122601
ENSDARG00000091087.2,8.217399337,8.401618245,7.838375826,8.142502942,8.442614289,8.168782117,8.925367125,8.107867105
ENSDARG00000098794.1,6.713106806,6.914422183,6.554937416,6.773520828,6.877679644,6.468712239,6.631562681,6.71705336
ENSDARG00000101296.1,6.681518969,6.47550747,6.62981952,6.219712612,6.662333803,6.395891062,6.904758189,6.486490465
ENSDARG00000102406.1,8.972071807,8.697717441,9.073893696,9.239215366,8.707491564,8.967905442,8.763844502,8.791834481
ENSDARG00000073769.3,7.521541166,7.449883478,7.67803896,7.968118023,7.801867705,7.872924369,7.619374485,7.769214674
ENSDARG00000101318.1,9.899716655,10.00406529,10.25826658,10.05378527,10.22101872,9.84509777,10.03787487,10.21322281
ENSDARG00000095777.2,7.562101697,7.710476651,7.661505282,7.52674739,7.672042477,7.359222098,7.074016466,7.217042466
ENSDARG00000040314.6,9.150731948,8.852956791,8.495990678,8.691984377,8.32393745,8.107513196,7.896391264,8.086051108
ENSDARG00000099492.1,6.770681927,6.729319182,6.864943005,6.482024712,6.780937814,6.571416938,6.219712612,6.943733381
ENSDARG00000102095.1,9.130697581,9.015968272,9.120004959,9.08418908,8.983808661,9.374392293,8.805034733,9.107824949
ENSDARG00000042114.8,7.753093744,7.518558857,7.816800976,8.029034701,7.698368246,7.910417105,7.576621358,7.825228516
ENSDARG00000100405.1,6.219712612,6.842259183,6.594295998,6.998252144,6.627108659,6.468712239,6.706366022,6.640632159
ENSDARG00000091561.5,7.638843263,7.728850893,7.67803896,7.377682869,7.504229909,7.121003317,7.212272672,7.368832692
ENSDARG00000091731.2,6.870076341,6.914422183,6.219712612,7.058987531,6.980518793,7.212693081,6.854776942,7.011222723
ENSDARG00000088885.2,9.469558535,10.49491214,10.28196439,9.970524924,9.417252566,9.782233254,9.98109314,9.976370297
ENSDARG00000091524.3,6.84679087,6.816134549,7.153614518,7.058987531,6.888731993,6.97932897,7.035308233,6.868629558
ENSDARG00000096473.1,6.610483016,6.219712612,6.219712612,6.540757883,6.219712612,6.524485248,6.219712612,6.486490465
ENSDARG00000099096.1,8.283916588,7.882138704,8.290997856,8.208526255,8.014884156,8.489863351,8.167436928,8.44195639
ENSDARG00000102478.1,8.326422336,7.996190857,8.133678076,8.48015003,8.308311798,8.37282615,7.904571604,8.184753743
ENSDARG00000058248.5,7.7191693,7.653461006,7.845479512,7.912174156,7.79392507,7.939582766,7.436752224,7.962685927
ENSDARG00000099311.1,7.753093744,7.238798128,7.45035547,7.096907205,7.450877625,7.802263915,7.554582954,7.165914791
ENSDARG00000095536.2,6.84679087,6.759885668,6.925377061,6.998252144,6.725266133,7.087988582,6.994456462,6.751021252
ENSDARG00000017365.11,7.786033476,7.773519385,7.934127657,7.991320821,7.749228202,7.917775587,7.670543403,7.986786734
ENSDARG00000012609.7,7.302748958,7.337027602,7.139388525,7.150564781,7.24382655,7.212693081,7.598211284,7.547619129
ENSDARG00000087345.2,7.27650262,7.111026023,6.980685894,7.184470312,7.008555378,6.918027383,6.951099298,6.894662578
ENSDARG00000053136.6,8.669525792,8.775558881,8.635987301,8.735806103,8.41876236,8.255450114,8.433775364,8.574046533
ENSDARG00000102635.2,8.141181936,7.437968862,7.69432894,7.625890228,7.85220816,8.029773541,7.784509656,7.88733832
ENSDARG00000003902.8,7.872049161,7.710476651,7.772404096,7.479474669,6.989988421,7.035657945,7.146071405,6.966968687
ENSDARG00000051925.5,7.7191693,7.951861771,8.139249626,7.936470407,7.303253157,7.430415996,7.054911128,7.396431987
ENSDARG00000071341.5,9.068803514,8.992371571,8.888226823,8.875051835,8.579472746,8.367715259,8.541621279,8.51753956
ENSDARG00000042992.6,6.797228536,7.038630328,6.864943005,6.954691716,6.627108659,6.684118973,6.951099298,6.868629558
ENSDARG00000058564.6,6.219712612,6.78874119,6.90586665,6.590170514,6.432981617,6.219712612,6.539161672,6.751021252
ENSDARG00000073743.2,7.44647096,7.437968862,7.894036239,7.754804032,7.612741329,7.598775699,7.587470979,7.749917811
ENSDARG00000068841.6,7.315594873,7.20862333,7.259520296,7.150564781,7.236972331,7.726987016,7.015170682,7.280833212
ENSDARG00000069748.4,6.975135499,6.936754662,7.124908979,7.078180904,7.270724627,7.19809147,7.110862755,7.148154489
ENSDARG00000068787.7,7.818053769,7.701175201,7.749542939,8.014088697,7.86727049,7.917775587,8.127329494,7.954544261
ENSDARG00000102273.1,7.221581965,6.979298833,7.194882521,6.672812111,6.866425291,6.959506953,6.800212374,7.474849962
ENSDARG00000102143.1,7.012973337,6.958359411,6.90586665,6.998252144,6.725266133,6.612688414,6.670568393,6.640632159
ENSDARG00000016490.8,9.022840956,8.743325875,8.849837423,9.248170129,8.888725033,8.921221175,8.668573414,9.034448022
ENSDARG00000025299.9,7.328264738,7.437968862,7.619044422,7.735914554,7.55494455,7.709556801,7.509063804,7.669242388
ENSDARG00000071024.5,8.367577145,8.68074406,8.699051483,8.301550745,8.254814376,8.974447456,8.703997695,9.177524041
ENSDARG00000061268.5,8.289307042,8.256929555,8.699051483,8.570900349,8.40180428,8.512991393,8.362297346,8.480287986
ENSDARG00000063264.7,9.522875185,9.45161734,9.570188822,9.821936222,9.707094236,9.773021478,9.777668761,9.843388837
ENSDARG00000099390.1,9.522875185,9.50446546,9.676473727,9.585195433,9.321130386,9.498591588,9.317668017,9.313173021
ENSDARG00000096497.1,7.012973337,7.057383344,6.692737643,7.019062911,7.008555378,7.19809147,6.904758189,6.812908824
ENSDARG00000014169.8,7.302748958,7.376130386,7.34281693,7.377682869,7.315946944,7.475168839,6.928337626,7.396431987
ENSDARG00000099872.1,7.601159096,6.936754662,7.271896867,7.150564781,7.103071713,7.183235121,7.436752224,7.280833212
ENSDARG00000102364.1,10.01064964,10.05298315,10.39599377,10.26488089,10.30931738,10.78274064,11.39907742,10.68351168
ENSDARG00000062562.6,9.824185324,9.799272321,9.920207194,9.829844074,9.456197506,9.729861108,9.791771869,9.678663115
ENSDARG00000094554.2,6.870076341,6.759885668,6.773465933,6.672812111,6.843266473,7.01736679,6.928337626,6.966968687
ENSDARG00000089031.2,6.522770694,6.219712612,6.821045746,6.998252144,6.608265996,7.104668759,6.880273019,6.751021252
ENSDARG00000061723.7,8.053563608,8.045945887,8.372265731,8.079958903,8.079326532,8.088531135,7.811299963,8.129307809
ENSDARG00000089839.4,6.39489751,6.729319182,6.219712612,6.590170514,6.725266133,6.571416938,6.219712612,6.71705336
ENSDARG00000074656.3,7.769682445,7.905836178,7.547415669,7.920327961,7.472557094,7.58901281,7.509063804,7.396431987
ENSDARG00000105283.1,6.647520759,6.47550747,6.457018342,6.63361504,6.710317509,6.612688414,6.58833111,6.219712612
ENSDARG00000094929.2,7.552108003,7.144861169,7.221317263,7.3224715,7.63133427,7.857587307,7.72896872,7.423267918
ENSDARG00000057253.6,6.681518969,6.842259183,6.773465933,6.540757883,6.627108659,6.684118973,6.670568393,6.219712612
ENSDARG00000068286.4,7.657206027,7.425909514,7.824037197,7.94446075,7.719840463,7.925088936,7.619374485,7.929783091
ENSDARG00000093522.2,7.083227607,6.62337179,6.747986485,6.540757883,7.150151368,6.873707611,7.31721775,6.943733381
ENSDARG00000079456.5,9.068803514,8.714480468,8.856310782,8.55619856,8.536135998,8.767022307,8.664079316,8.584068265
ENSDARG00000041791.7,7.684186776,7.425909514,8.088188091,7.853470578,7.635933074,7.826296981,7.72896872,7.86112156
ENSDARG00000093808.3,6.219712612,6.47550747,6.821045746,6.482024712,6.494875219,6.612688414,6.706366022,6.71705336
ENSDARG00000098721.1,6.569440766,6.759885668,6.62981952,6.742199673,6.951306932,6.896256718,7.110862755,7.011222723
ENSDARG00000077519.4,7.048924933,7.413700901,7.139388525,6.931822717,7.216080982,7.227051202,7.163119881,7.148154489
ENSDARG00000098632.1,6.892504611,6.979298833,7.124908979,7.019062911,6.843266473,6.959506953,7.092657199,6.680483164
ENSDARG00000104175.1,6.742721584,6.532791877,6.662432489,6.672812111,6.521047176,6.773772799,6.480718748,6.486490465
ENSDARG00000071143.4,7.048924933,7.057383344,6.980685894,7.404135583,7.589039286,7.29553043,6.994456462,6.966968687
ENSDARG00000074876.4,6.892504611,7.057383344,7.095138067,7.217063781,7.328468836,7.346826074,6.994456462,7.092409368
ENSDARG00000103082.1,8.262125855,8.190450787,7.702385213,7.983635816,7.984740618,8.062761406,7.650362608,7.797562161
ENSDARG00000036840.8,9.578451915,10.04494564,9.800264415,9.868737615,10.35631832,10.29370512,10.14977287,10.35699352
ENSDARG00000015495.8,9.505325647,9.421934234,9.638237151,9.280522915,9.765491663,9.867758057,10.03787487,9.694452701
ENSDARG00000103722.1,6.219712612,6.661613352,6.554937416,6.998252144,6.806708222,6.959506953,6.539161672,6.919661333
ENSDARG00000100006.2,6.742721584,6.219712612,6.721153906,6.219712612,6.831337315,6.612688414,6.739619213,6.219712612
ENSDARG00000108432.1,11.72045453,11.23555693,10.78440401,11.38767043,11.17140191,11.08466913,10.13723915,11.05206823
ENSDARG00000098886.1,7.289720507,7.267969669,7.408755678,7.308144609,7.411765183,7.453042609,7.196203391,7.720341649
ENSDARG00000103906.1,8.839871546,8.701927701,9.299979436,8.700862915,8.890421328,9.108103084,8.60424821,9.097576887
ENSDARG00000002231.8,8.000556252,8.03896057,8.18831315,8.202076854,8.303060976,8.162787987,8.212671973,8.129307809
ENSDARG00000092604.4,6.467309736,6.219712612,6.219712612,6.219712612,6.56745422,6.468712239,6.631562681,6.486490465
ENSDARG00000104064.1,8.153211559,8.017762778,8.643561599,8.727154396,8.101109934,8.549178386,8.099859345,8.558871573
ENSDARG00000010565.7,7.794122356,7.401338249,7.661505282,7.467306068,7.63133427,7.475168839,7.22804745,7.436415933
ENSDARG00000098212.1,7.012973337,6.729319182,6.721153906,6.590170514,6.780937814,6.773772799,6.219712612,6.812908824
ENSDARG00000100424.1,7.856874557,7.633779704,7.894036239,8.301550745,8.377190774,7.802263915,7.766295648,8.056352977
ENSDARG00000055746.6,6.892504611,6.958359411,7.284105221,6.998252144,6.899592223,6.998602243,7.258767771,6.680483164
ENSDARG00000094790.4,6.219712612,6.219712612,6.747986485,6.708784654,6.219712612,6.219712612,6.631562681,6.486490465
ENSDARG00000026736.7,8.234355894,8.024869545,8.271109598,8.252779892,8.341932191,8.531207945,8.444434159,8.436388283
ENSDARG00000086419.3,6.742721584,6.891289031,7.015245714,6.672812111,7.086737383,6.745659104,7.092657199,6.782858508
ENSDARG00000095332.3,7.638843263,8.422516608,7.741819125,7.878987472,8.028045858,7.842046985,7.650362608,7.769214674
ENSDARG00000079274.3,6.935110109,6.842259183,6.457018342,6.590170514,6.806708222,6.571416938,6.631562681,6.546215898
ENSDARG00000099636.1,7.099821724,6.219712612,6.510188452,6.708784654,6.545093041,6.395891062,6.539161672,6.680483164
ENSDARG00000042010.5,8.978520879,9.00590465,8.684475776,8.614060143,8.570917234,8.704882493,8.860689838,8.52277683
ENSDARG00000068915.7,6.822548544,7.572488698,7.331368384,7.278801409,7.534954532,7.241176266,7.629802391,7.436415933
ENSDARG00000098115.1,7.207295974,7.093553848,6.662432489,7.019062911,6.588437412,6.773772799,6.973117673,6.812908824
ENSDARG00000101964.1,6.822548544,6.816134549,7.015245714,6.672812111,6.961183316,6.219712612,6.928337626,6.546215898
ENSDARG00000069615.5,7.479325582,7.755862395,7.824037197,8.051117565,7.488516589,7.507478197,7.670543403,7.499683072
ENSDARG00000069012.5,6.870076341,6.62337179,6.554937416,6.405322839,6.694880293,6.571416938,6.994456462,6.640632159
ENSDARG00000096983.1,7.879563702,7.572488698,7.440118218,7.697157363,7.844603754,8.192478086,7.766295648,7.895949448
ENSDARG00000102475.1,6.797228536,6.759885668,6.944322344,6.773520828,7.111113225,6.649932262,7.074016466,6.841431872
ENSDARG00000068800.4,7.221581965,7.682335891,7.259520296,7.3224715,6.97091879,7.371458408,7.49736401,7.84331294
ENSDARG00000108138.1,6.770681927,6.759885668,6.721153906,6.482024712,6.819156468,6.97932897,6.706366022,6.486490465
ENSDARG00000103283.1,6.935110109,6.219712612,6.510188452,6.773520828,6.780937814,6.800464485,6.800212374,6.919661333
ENSDARG00000102370.1,6.870076341,7.075681577,6.219712612,6.708784654,6.877679644,6.571416938,7.054911128,7.23342848
ENSDARG00000086130.4,7.377300765,7.593310995,7.45035547,7.278801409,7.672042477,7.761059056,7.532072388,7.296094035
ENSDARG00000089179.4,7.340764659,7.857955889,7.794816673,7.549596928,7.672042477,7.608450404,7.288462934,7.749917811
ENSDARG00000092945.2,7.083227607,7.310024432,7.110163359,6.672812111,6.662333803,7.070942251,7.110862755,6.812908824
ENSDARG00000035438.8,12.01868244,11.78261443,11.67096774,11.93172131,11.40595875,11.86912917,12.22740536,12.33270911
ENSDARG00000098306.1,7.192767957,7.799504065,7.960127619,7.515131445,7.411765183,7.035657945,7.015170682,7.032362888
ENSDARG00000103755.2,7.066269525,6.979298833,6.962745926,6.63361504,7.230064094,6.684118973,6.770789282,7.092409368
ENSDARG00000060439.6,7.412496666,7.951861771,7.547415669,7.377682869,7.805818592,7.664749836,7.670543403,7.825228516
ENSDARG00000093998.1,7.610704223,7.572488698,7.408755678,7.467306068,7.493781245,7.794140483,7.543388253,7.604613621
ENSDARG00000100578.1,6.522770694,6.729319182,6.925377061,7.078180904,6.645096499,6.825922372,6.880273019,6.812908824
ENSDARG00000086463.3,8.321184967,8.297503365,8.453126495,8.195594508,8.079326532,8.232909533,8.526741626,7.217042466
ENSDARG00000104932.1,6.569440766,6.219712612,6.692737643,6.219712612,6.627108659,6.219712612,6.219712612,6.812908824
ENSDARG00000038439.5,7.031168825,7.038630328,6.885741224,6.883530134,7.052993282,6.939090561,6.904758189,7.130000172
ENSDARG00000055154.6,8.060031488,7.890090664,8.099717199,8.162675156,8.213172607,8.272098881,8.373551636,8.379367677
ENSDARG00000079602.2,6.742721584,6.759885668,6.62981952,6.908131662,6.465899927,6.649932262,6.770789282,6.546215898
ENSDARG00000036626.7,7.542018244,7.376130386,7.470521133,7.991320821,7.626715899,7.802263915,7.640131009,7.740144944
ENSDARG00000105863.1,7.601159096,7.936715745,7.619044422,7.754804032,7.529896638,7.486052817,7.302953048,7.523928302
ENSDARG00000075996.3,6.610483016,6.47550747,6.662432489,6.773520828,6.767574457,6.524485248,6.480718748,6.640632159
ENSDARG00000078683.3,8.223076633,8.23914002,7.907550613,7.912174156,8.292494783,7.932357789,8.262472569,8.115054984
ENSDARG00000091086.2,9.719970088,9.480688578,10.16700736,9.525394303,9.779948418,10.10900927,9.610247536,10.25924871
ENSDARG00000098511.1,7.849213016,7.6631704,7.831228598,7.920327961,7.488516589,7.939582766,7.660499372,7.710307561
ENSDARG00000099154.1,9.236152809,9.274478688,8.826936493,9.152749478,9.407930496,8.921221175,8.910420557,9.14145012
ENSDARG00000104080.2,7.92367613,8.291784879,8.24580795,8.051117565,8.125547288,8.288534566,8.113670007,8.379367677
ENSDARG00000060766.5,8.713181474,8.646143264,8.943871185,8.924760712,8.621448892,8.848081822,8.536679858,8.613691038
ENSDARG00000041960.7,7.810131592,7.737926636,8.052942933,8.014088697,7.672042477,7.608450404,8.035734171,8.42518082
ENSDARG00000099465.1,9.270477442,9.182690305,9.504799631,9.843577983,9.383162327,9.659557296,9.1384812,9.38198155
ENSDARG00000098754.1,7.657206027,7.337027602,7.490291874,7.467306068,7.635933074,7.655566144,7.302953048,7.052912904
ENSDARG00000036911.6,10.25072162,10.11723903,10.12304289,9.783761863,9.985515948,10.3490964,9.791771869,9.781458957
