Gene,Retene_Rep1,Retene_Rep2,Retene_Rep3,Retene_Rep4,Control1_Rep1,Control1_Rep2,Control1_Rep3,Control1_Rep4
ENSDARG00000098315.1,15.73218868,15.49346662,15.76751324,15.77928736,8.404240342,8.432647139,9.056448447,8.361765013
ENSDARG00000101195.1,13.29314083,13.08252969,13.0290639,13.26671469,8.32393745,8.451996364,8.668573414,8.474879728
ENSDARG00000100815.1,6.219712612,8.031935297,7.181351208,8.0583913,6.793975148,7.371458408,6.219712612,6.219712612
ENSDARG00000101898.1,6.219712612,7.572488698,6.219712612,7.604642224,7.157738897,8.648067089,6.219712612,8.143400177
ENSDARG00000099468.1,8.122918354,8.208928437,8.881902742,6.219712612,8.507191409,8.643915769,7.854618064,8.231351198
ENSDARG00000096563.2,10.87491827,9.119000158,10.22808197,8.909656264,9.917787546,10.21318743,9.056448447,10.29944399
ENSDARG00000098893.1,8.085569679,7.388816518,7.181351208,7.625890228,6.219712612,6.219712612,8.280659325,7.895949448
ENSDARG00000091116.5,10.33329881,9.842653592,10.03921669,9.729804983,8.619381,8.408052953,8.703997695,8.512281556
ENSDARG00000074638.5,7.328264738,9.406854884,8.684475776,8.399458119,8.868204272,7.035657945,7.968071786,8.319741034
ENSDARG00000090260.2,8.188626033,8.14625623,6.457018342,6.219712612,7.932771048,9.099184705,6.219712612,6.596459811
ENSDARG00000028396.4,7.693035959,7.808036788,8.166742579,7.593858669,9.110864313,9.802291566,9.657300333,8.319741034
ENSDARG00000068934.5,11.35128568,11.09140982,11.0352775,11.1641709,9.110864313,8.934721717,8.99069008,8.854579487
ENSDARG00000092907.2,6.522770694,6.219712612,6.219712612,6.219712612,6.219712612,6.219712612,6.539161672,6.219712612
ENSDARG00000099120.1,7.993765662,8.601602421,6.219712612,6.831150346,7.519706324,8.215738936,8.406743763,6.219712612
ENSDARG00000097481.2,8.547146942,7.603571728,7.387274827,7.697157363,6.97091879,7.087988582,9.169986853,7.929783091
ENSDARG00000100908.2,7.457542291,7.540465658,7.816800976,8.976358916,8.088709105,8.540223482,7.436752224,7.986786734
ENSDARG00000043089.7,7.794122356,7.633779704,7.772404096,6.482024712,7.388695016,7.152708576,7.074016466,7.396431987
ENSDARG00000030896.6,9.864166792,9.589117797,9.548726639,9.617612427,7.893174514,7.95390351,8.092896135,7.869925481
ENSDARG00000100529.1,6.219712612,8.391042663,7.319777724,7.019062911,8.140581547,6.219712612,8.250203199,8.00259187
ENSDARG00000037691.4,8.098144141,7.913631345,7.079818287,8.705280428,7.417448487,7.152708576,8.013594769,7.929783091
ENSDARG00000101364.1,9.019721896,9.182690305,8.859536026,9.155931557,7.008555378,6.773772799,7.092657199,6.812908824
ENSDARG00000093439.2,6.219712612,6.219712612,7.095138067,6.219712612,6.219712612,7.268765372,6.219712612,7.499683072
ENSDARG00000101789.2,11.19267163,11.23133024,11.1392364,11.20479562,8.518398694,8.447185657,8.551449463,8.618565157
ENSDARG00000076126.3,13.85811145,14.23521351,14.02114818,12.95952398,12.20778903,11.80279608,12.39405176,12.83274647
ENSDARG00000103232.1,6.522770694,7.337027602,6.219712612,6.931822717,7.017661427,6.219712612,6.539161672,6.219712612
ENSDARG00000104305.1,6.219712612,6.219712612,7.56578112,6.219712612,6.219712612,6.219712612,6.219712612,6.219712612
ENSDARG00000099702.1,8.060031488,8.458307283,8.219995498,8.651292479,6.608265996,6.219712612,6.480718748,6.680483164
ENSDARG00000091558.5,8.347162709,6.661613352,7.048228942,9.008538826,7.250627847,7.608450404,7.72896872,7.689964853
ENSDARG00000086826.3,11.56244113,11.65121384,11.6232158,11.37093199,9.509410347,9.235452053,9.372644012,9.292452012
ENSDARG00000094658.2,7.099821724,6.62337179,6.219712612,6.219712612,6.627108659,6.468712239,6.631562681,6.219712612
ENSDARG00000076309.4,8.153211559,8.059798698,8.305715034,9.155931557,8.382150712,8.811832097,7.709831633,8.730546885
ENSDARG00000070542.5,8.211696596,7.193130163,8.713471815,8.757197188,8.204678387,7.818341247,7.608844934,8.67104581
ENSDARG00000100770.1,8.085569679,7.824915636,8.058887379,7.903964125,8.41876236,8.447185657,6.219712612,7.217042466
ENSDARG00000093508.2,7.377300765,7.561922235,7.124908979,7.615318555,7.698368246,6.219712612,8.180527052,7.720341649
ENSDARG00000017246.9,7.353100396,7.267969669,7.500035091,8.516181878,7.874729866,8.002729011,7.372191568,7.84331294
ENSDARG00000092061.2,7.289720507,6.219712612,6.219712612,6.219712612,6.831337315,7.255077977,6.219712612,7.011222723
ENSDARG00000093005.2,7.27650262,6.219712612,6.219712612,7.167690351,7.172708149,6.219712612,6.219712612,6.219712612
ENSDARG00000102560.1,6.569440766,7.20862333,7.866535421,7.515131445,6.831337315,7.121003317,6.219712612,7.523928302
ENSDARG00000042816.4,8.377665597,8.171699525,8.214769678,8.214943081,7.936306424,7.872924369,7.879859143,7.994714986
ENSDARG00000068667.6,6.219712612,7.425909514,6.219712612,6.219712612,7.689662254,7.371458408,7.473554429,6.71705336
ENSDARG00000095254.4,9.527228728,8.245097402,8.752354479,8.66952943,9.128102016,8.553633372,8.274625643,9.307283891
ENSDARG00000097180.3,7.302748958,6.979298833,7.653144265,7.039293963,6.899592223,6.97932897,6.928337626,6.868629558
ENSDARG00000067606.4,7.289720507,7.959363823,7.271896867,8.135706233,8.542726987,8.684864576,7.837483669,7.368832692
ENSDARG00000042492.6,8.888804183,8.550834368,9.254689547,9.608425884,9.106521314,9.424919994,8.954782141,9.19361794
ENSDARG00000079834.5,8.407471609,8.502941548,8.144796537,8.246551099,9.596945806,9.827418036,8.113670007,9.455570893
ENSDARG00000004358.6,9.698947892,9.571238955,9.562422008,10.15461306,9.507232724,9.735565616,9.719814158,9.970839192
ENSDARG00000095252.2,7.328264738,7.572488698,7.079818287,7.278801409,9.194996507,7.834198608,7.554582954,7.637407842
ENSDARG00000042698.5,6.84679087,7.038630328,6.387607575,6.672812111,7.519706324,7.383540175,7.738416498,6.680483164
ENSDARG00000103019.1,9.460473331,8.215028374,7.998106412,8.051117565,7.052993282,6.773772799,6.880273019,6.640632159
ENSDARG00000105834.1,7.423951822,7.582950785,6.821045746,6.883530134,7.346942172,7.087988582,6.219712612,6.680483164
ENSDARG00000098746.1,11.00204791,11.22354894,10.68676333,10.8197533,8.972675044,8.876405928,9.1384812,8.675716949
ENSDARG00000096367.1,6.955418233,6.219712612,6.219712612,6.219712612,6.219712612,6.684118973,6.219712612,6.219712612
ENSDARG00000097134.2,8.182792165,9.299245879,8.803645366,9.022604136,9.120945566,9.210894641,7.72896872,9.101001306
ENSDARG00000098857.1,8.95908256,8.498055886,8.910134581,9.187359358,8.961450909,9.105136641,8.664079316,8.862732183
ENSDARG00000094386.1,7.315594873,7.833263873,6.998175869,7.491498995,8.152480543,7.29553043,7.372191568,7.626586522
ENSDARG00000099670.1,6.219712612,6.219712612,7.015245714,6.883530134,7.044317052,6.219712612,6.219712612,6.408487223
ENSDARG00000043085.5,7.315594873,7.223841818,7.519248284,6.405322839,6.767574457,6.939090561,7.163119881,6.989443413
ENSDARG00000029688.8,7.207295974,6.532791877,6.925377061,7.039293963,6.910269434,7.070942251,6.706366022,6.966968687
ENSDARG00000070757.7,6.219712612,6.219712612,6.90586665,6.219712612,7.509414596,6.219712612,6.706366022,6.71705336
ENSDARG00000105676.1,6.219712612,6.219712612,7.079818287,7.184470312,6.75386056,6.959506953,7.358745285,7.296094035
ENSDARG00000090387.3,7.099821724,6.729319182,7.387274827,7.782562466,7.534954532,7.475168839,6.58833111,7.396431987
ENSDARG00000096579.2,7.400905912,7.177348773,7.284105221,6.908131662,7.283876385,7.070942251,6.539161672,6.782858508
ENSDARG00000053448.7,9.485318252,8.597065942,9.257110072,10.06218549,8.122518648,8.740185495,8.868459009,8.842258725
ENSDARG00000094050.1,7.177986734,7.20862333,6.219712612,7.078180904,6.645096499,7.137010915,7.660499372,6.219712612
ENSDARG00000101486.1,7.099821724,6.219712612,7.139388525,7.248471738,6.219712612,6.684118973,6.219712612,6.219712612
ENSDARG00000093606.1,9.953848807,9.074861505,9.766945626,10.9134277,9.661908376,8.740185495,9.947345748,9.651179625
ENSDARG00000094120.2,7.083227607,6.400705188,7.900812659,6.219712612,6.56745422,6.715881313,6.739619213,6.546215898
ENSDARG00000026403.9,7.736258991,8.221099197,9.373101035,8.815363042,8.387091879,8.522130886,8.887691549,8.349896303
ENSDARG00000100297.1,6.219712612,7.572488698,7.234237307,7.058987531,6.793975148,7.608450404,6.219712612,6.782858508
ENSDARG00000089750.2,12.25141202,11.48371077,12.14348046,11.90221485,11.90421211,11.91518345,11.18062916,12.48970616
ENSDARG00000039173.6,12.48120248,11.40022098,12.22554605,12.053732,12.05053167,11.5869026,10.89450716,12.31580986
ENSDARG00000091878.3,7.13199785,6.78874119,6.773465933,6.219712612,6.219712612,6.219712612,7.146071405,7.200339603
ENSDARG00000100798.1,7.500650754,7.833263873,7.398074631,7.377682869,7.777873204,7.58901281,7.863092124,7.626586522
ENSDARG00000086374.2,7.048924933,7.093553848,7.234237307,6.908131662,7.070051677,6.97932897,8.310410772,6.782858508
ENSDARG00000055723.5,7.468492744,7.449883478,7.500035091,7.515131445,7.493781245,7.321532684,7.273737907,7.487342227
ENSDARG00000105428.1,6.610483016,6.400705188,7.45035547,7.878987472,7.694023771,7.05350709,7.273737907,6.943733381
ENSDARG00000100208.1,6.647520759,7.128121424,6.219712612,7.263765298,7.103071713,7.05350709,7.035308233,6.219712612
ENSDARG00000102309.1,6.219712612,7.144861169,7.440118218,6.908131662,7.134761861,6.873707611,7.22804745,6.219712612
ENSDARG00000074345.4,7.521541166,9.439325244,8.773103244,9.723445279,9.301091057,9.347183097,9.417741361,8.890890849
ENSDARG00000090572.2,6.935110109,6.816134549,7.064187828,6.219712612,7.026654583,7.627542887,6.880273019,7.072915748
ENSDARG00000099384.1,6.219712612,6.47550747,6.62981952,6.219712612,7.230064094,6.896256718,6.219712612,6.894662578
ENSDARG00000108277.1,9.122022414,9.07165444,9.558522555,10.70678342,9.647179069,9.846853728,8.994230059,9.760201678
ENSDARG00000103199.1,7.938024547,7.981594143,7.787394371,7.94446075,7.79392507,7.655566144,8.219004424,7.511877003
ENSDARG00000103976.1,8.569060504,8.755502975,8.47473239,7.604642224,7.86727049,8.442357311,8.078851492,8.866790415
ENSDARG00000034403.7,7.099821724,6.78874119,6.219712612,7.800701106,6.75386056,7.01736679,6.800212374,6.943733381
ENSDARG00000104283.1,8.577726199,8.26865342,8.982705408,9.475662417,9.002688591,9.154726074,8.536679858,8.975812288
ENSDARG00000025206.9,8.135123612,7.874132832,8.209522297,8.632805195,8.392014428,8.522130886,7.896391264,8.453022438
ENSDARG00000087249.4,8.153211559,8.412109072,8.161291837,8.34854478,8.369715326,8.31012755,8.219004424,8.224798053
ENSDARG00000103497.1,6.219712612,6.219712612,6.219712612,6.857912417,6.941283821,6.219712612,6.219712612,6.219712612
ENSDARG00000022525.5,7.235636304,7.401338249,7.271896867,7.263765298,7.223100703,7.664749836,6.928337626,7.449391949
ENSDARG00000012395.9,8.116770767,8.100449434,7.960127619,7.895696959,7.411765183,7.371458408,7.372191568,7.26531024
ENSDARG00000077045.2,6.742721584,7.672794769,7.246969308,6.857912417,6.521047176,6.745659104,7.345105832,7.396431987
ENSDARG00000058556.6,10.2856027,9.632851692,10.19973857,9.988275822,9.747211501,9.251587414,8.575707693,8.80461617
ENSDARG00000086819.5,7.412496666,7.193130163,7.365305083,7.74539869,7.72408594,8.016326098,7.22804745,7.710307561
ENSDARG00000054003.7,8.283916588,8.15266544,8.219995498,8.453798507,8.54928552,8.708850776,8.475902745,8.512281556
ENSDARG00000099398.1,6.219712612,6.219712612,7.095138067,7.133073896,6.780937814,6.219712612,6.854776942,6.219712612
ENSDARG00000099127.1,9.544510057,9.090786681,9.057246693,8.700862915,9.069792088,9.199840224,9.407259437,9.589738813
ENSDARG00000102133.1,6.219712612,6.219712612,6.219712612,6.931822717,7.026654583,6.715881313,6.219712612,7.032362888
ENSDARG00000059888.5,7.365277385,7.518558857,7.940680612,8.474921625,7.685283531,7.58901281,7.179824583,7.740144944
ENSDARG00000100533.1,6.219712612,6.219712612,6.885741224,6.219712612,6.219712612,6.219712612,7.22804745,6.919661333
ENSDARG00000108525.1,7.761418316,7.310024432,7.308040299,7.560837316,8.140581547,8.489863351,8.72136791,8.143400177
ENSDARG00000098502.1,7.048924933,7.238798128,7.015245714,6.219712612,6.662333803,6.97932897,6.800212374,7.23342848
ENSDARG00000052618.5,7.610704223,7.603571728,7.619044422,7.70697317,6.545093041,6.612688414,6.219712612,6.596459811
ENSDARG00000091130.3,8.382680714,8.073497707,8.557795325,8.66952943,9.013584006,8.904157063,8.742772286,8.956966401
ENSDARG00000102589.1,7.92367613,7.890090664,8.310583694,8.727154396,8.232774662,8.566909749,7.920765358,8.42518082
ENSDARG00000061635.8,9.913029556,9.478288718,10.20346752,10.52234662,9.949262667,10.0884167,9.797773513,10.01449922
ENSDARG00000098371.2,6.742721584,6.999626812,6.90586665,7.039293963,6.85495816,7.01736679,6.880273019,6.219712612
ENSDARG00000068465.6,6.914159018,6.891289031,6.594295998,7.429889197,6.888731993,6.850296238,6.58833111,7.011222723
ENSDARG00000091499.3,7.753093744,7.282205617,6.747986485,7.364178795,6.780937814,7.087988582,7.035308233,6.894662578
ENSDARG00000076713.5,6.892504611,6.999626812,7.124908979,6.219712612,6.56745422,6.873707611,7.22804745,6.989443413
ENSDARG00000060309.6,9.559459908,9.358009281,9.787030418,10.11803374,9.778149341,9.945165251,9.607967483,9.889108514
ENSDARG00000097471.1,6.797228536,6.891289031,6.721153906,6.908131662,6.645096499,6.715881313,6.670568393,6.486490465
ENSDARG00000087651.3,12.96198439,12.0829736,12.84949379,11.5723472,12.69184713,11.45921242,12.70621907,12.85655814
ENSDARG00000092362.3,8.520365839,8.280271162,8.413319435,8.46967245,8.520628844,8.403078275,7.854618064,8.048815495
ENSDARG00000102399.1,7.13199785,6.979298833,6.457018342,6.219712612,6.920772019,7.441793633,6.58833111,6.219712612
ENSDARG00000090975.3,7.13199785,6.914422183,6.219712612,7.336580688,6.219712612,7.475168839,7.670543403,7.072915748
ENSDARG00000021924.8,8.479153295,8.159042149,8.225199954,7.998957512,8.004918991,8.198333392,8.491360256,8.184753743
ENSDARG00000098305.1,8.649205852,8.875347164,8.695422261,7.903964125,9.43112103,8.958033903,8.868459009,8.7832463
ENSDARG00000093402.3,9.038331754,8.726917982,8.325080605,8.78243004,8.868204272,9.379283356,8.536679858,9.439546593
ENSDARG00000041595.7,10.17140696,9.149691972,10.23538452,10.25466789,9.520248403,10.41309469,9.451278959,9.637235547
ENSDARG00000037914.6,7.192767957,6.729319182,6.219712612,6.590170514,6.920772019,6.684118973,6.219712612,6.219712612
ENSDARG00000104068.1,14.49301506,14.58534173,14.59740486,14.44253433,12.31610304,12.05535025,12.23840439,12.11886035
ENSDARG00000093025.1,6.770681927,6.661613352,6.721153906,7.479474669,6.739768347,6.745659104,6.58833111,6.894662578
ENSDARG00000078327.6,7.710525928,8.010614449,8.214769678,8.614060143,8.336816269,8.494521362,8.367936642,8.19151619
ENSDARG00000105067.2,6.219712612,6.219712612,6.944322344,6.831150346,6.608265996,6.571416938,6.219712612,6.640632159
ENSDARG00000075527.6,11.68953453,11.48371077,12.2843148,12.41137579,11.95135384,10.9018291,11.71434241,10.96978158
ENSDARG00000104790.1,12.39657699,12.55572883,13.19107437,12.27775875,13.14291832,12.8815344,12.90474042,13.21502883
ENSDARG00000102593.1,6.219712612,7.849783029,7.110163359,7.862037923,7.544997281,7.430415996,8.028398753,7.26531024
ENSDARG00000089814.3,6.797228536,6.891289031,6.219712612,6.219712612,6.219712612,6.219712612,6.994456462,6.219712612
ENSDARG00000078557.4,8.785425743,8.391042663,8.823633403,8.867242035,8.313541359,8.37282615,8.225305525,8.419541022
ENSDARG00000089806.2,13.063942,11.63211168,12.85599818,11.68548834,12.1571373,11.64623972,11.76543539,11.91429274
ENSDARG00000104380.1,7.27650262,7.701175201,7.45035547,7.3224715,8.021482707,7.475168839,7.110862755,7.730286823
ENSDARG00000104866.1,6.219712612,6.78874119,6.662432489,6.80308597,6.931107748,6.219712612,7.398531672,6.219712612
ENSDARG00000094878.2,6.219712612,7.111026023,6.219712612,6.80308597,6.767574457,6.219712612,6.539161672,6.408487223
ENSDARG00000010146.6,6.822548544,7.038630328,7.095138067,6.954691716,6.85495816,6.959506953,6.706366022,7.26531024
ENSDARG00000094236.2,7.031168825,7.841552676,7.124908979,7.442518113,7.640512513,7.735601781,7.640131009,7.626586522
ENSDARG00000095914.1,7.116072287,6.842259183,6.773465933,6.482024712,6.97091879,6.219712612,6.670568393,7.183303143
ENSDARG00000031683.7,8.171043034,8.073497707,8.290997856,7.773384451,8.224410691,8.186595591,7.944651531,8.224798053
ENSDARG00000100417.1,9.071814204,8.320127234,8.557795325,8.101157546,8.892115529,8.98095862,9.209908704,8.589051113
ENSDARG00000108939.1,6.975135499,7.966819468,7.45035547,7.782562466,6.710317509,6.918027383,7.258767771,6.989443413
ENSDARG00000105170.1,6.797228536,6.219712612,6.662432489,6.219712612,6.432981617,7.01736679,6.404397489,6.219712612
ENSDARG00000097491.1,11.32241938,11.25511909,11.42366814,11.26547385,9.391466898,9.596093771,9.516053179,9.481880084
ENSDARG00000104337.1,6.219712612,6.759885668,6.554937416,6.219712612,6.694880293,6.684118973,6.219712612,6.546215898
ENSDARG00000011701.8,8.205968157,8.810931751,8.29592227,8.51109404,8.507191409,8.120009101,8.627576363,7.511877003
ENSDARG00000100498.2,7.62954456,7.093553848,7.194882521,6.976813512,7.574561416,8.150713455,8.050274846,6.943733381
ENSDARG00000014624.8,6.870076341,6.400705188,6.62981952,6.998252144,6.627108659,7.121003317,7.331265913,6.219712612
ENSDARG00000088711.3,9.729423724,10.0189174,9.494622873,10.37401388,9.766399529,9.293727852,9.931077131,9.35086186
ENSDARG00000061481.5,9.511932294,9.805006309,9.431971566,9.292104819,8.755109709,8.304763091,8.316279623,8.307479521
ENSDARG00000098801.1,7.753093744,7.337027602,8.209522297,8.331121215,7.889508537,8.03644231,7.532072388,7.749917811
ENSDARG00000104004.1,7.684186776,7.966819468,8.010506539,7.82738533,7.078439734,7.90301284,8.140841479,7.311103931
ENSDARG00000096712.1,7.684186776,7.936715745,7.794816673,7.887371728,8.562306579,8.075713315,9.079909873,8.689634186
ENSDARG00000020494.10,10.98959423,10.91898438,9.810109744,9.40295491,10.82889011,10.69813446,9.369945681,9.716708895
ENSDARG00000019963.8,10.0697362,9.58466921,10.1503566,9.763250873,10.07304696,10.24142061,9.862173241,10.01807799
ENSDARG00000093347.1,6.797228536,6.400705188,7.015245714,7.150564781,7.061570483,6.939090561,6.539161672,7.011222723
ENSDARG00000089697.3,8.868046553,8.852956791,8.533417059,8.664993267,8.094924983,8.094890735,8.006124966,8.033600555
ENSDARG00000096720.1,6.219712612,6.62337179,6.457018342,6.405322839,7.417448487,6.649932262,6.480718748,6.486490465
ENSDARG00000091746.5,7.531830102,7.529569998,6.925377061,6.742199673,7.371023938,7.475168839,6.880273019,7.382731221
ENSDARG00000089097.3,6.84679087,6.816134549,6.219712612,6.219712612,6.793975148,6.219712612,6.994456462,6.71705336
ENSDARG00000097157.2,7.581809709,7.323624103,7.470521133,7.078180904,6.961183316,6.939090561,6.854776942,7.011222723
ENSDARG00000074644.3,8.110592765,7.951861771,8.1775739,8.382706811,8.201834309,8.367715259,7.82009366,8.100637533
ENSDARG00000104266.1,7.377300765,7.808036788,7.271896867,7.960283769,7.569691246,7.802263915,7.461436474,7.788190628
ENSDARG00000094559.4,13.02847231,12.00882229,12.70128168,12.57805768,12.39734057,11.70323001,11.96715047,12.31073751
ENSDARG00000102142.1,9.661887006,9.555407523,9.969300856,9.723445279,9.697599961,9.876378451,9.443610026,9.849436163
ENSDARG00000092133.2,6.713106806,7.413700901,6.962745926,7.248471738,6.831337315,6.745659104,7.128659551,7.26531024
ENSDARG00000094197.1,8.020703905,8.412109072,8.810340606,8.628143396,8.167197701,8.73241943,8.860689838,8.748341356
ENSDARG00000071643.4,6.994307271,7.603571728,7.095138067,7.429889197,7.781907283,8.082138789,8.173998955,8.07869312
ENSDARG00000094101.3,6.914159018,6.219712612,6.773465933,6.63361504,6.989988421,6.745659104,6.219712612,6.841431872
ENSDARG00000099867.1,7.377300765,6.842259183,7.429774423,7.538234726,7.165257271,7.655566144,7.31721775,7.409942015
ENSDARG00000079376.4,12.55217679,11.35949578,12.26991944,11.55467189,11.84846906,11.40395968,11.42499622,12.03609657
ENSDARG00000100565.1,7.552108003,7.296220977,8.144796537,7.928426424,6.899592223,7.486052817,8.322121959,7.249513019
ENSDARG00000052935.5,6.569440766,6.78874119,6.219712612,6.219712612,6.645096499,6.219712612,6.219712612,6.219712612
ENSDARG00000101742.1,7.841500964,7.484800939,7.331368384,7.454988768,7.187413723,7.777719316,7.871505482,6.989443413
ENSDARG00000104524.1,6.647520759,6.62337179,6.387607575,7.039293963,6.494875219,7.19809147,7.054911128,6.680483164
ENSDARG00000100644.1,6.955418233,7.755862395,7.749542939,7.615318555,7.509414596,7.241176266,6.973117673,7.825228516
ENSDARG00000102552.1,6.467309736,6.62337179,6.219712612,6.742199673,6.465899927,6.219712612,6.854776942,6.219712612
ENSDARG00000102339.1,6.84679087,7.093553848,6.554937416,7.167690351,6.888731993,6.715881313,6.631562681,6.966968687
ENSDARG00000101517.1,8.066465643,8.190450787,8.727740243,8.169328027,8.198983842,8.432647139,7.485528879,7.994714986
ENSDARG00000057121.6,7.581809709,7.874132832,7.816800976,7.809664403,7.761592966,8.088531135,7.449170616,8.463996335
ENSDARG00000009493.9,9.047543786,9.081253499,9.346124416,9.60149667,9.676486305,9.689274833,9.361819489,9.855457917
ENSDARG00000101791.1,9.019721896,8.735146726,8.702670995,7.390999633,8.318749848,8.03644231,8.921645677,8.743914555
ENSDARG00000003820.10,10.45625967,10.33568993,10.39599377,10.20854214,10.90422682,11.7612947,11.46614435,10.9409596
ENSDARG00000108677.1,9.772118234,9.785802447,9.630835629,9.535134027,10.08905921,10.57486188,10.4872897,10.66883434
ENSDARG00000104690.1,6.219712612,6.219712612,7.365305083,6.219712612,6.899592223,7.268765372,7.196203391,6.596459811
ENSDARG00000024548.8,12.02859778,11.64963163,11.80009942,11.59212056,12.52119229,12.48848652,11.87429184,12.16376042
ENSDARG00000061896.6,8.027346633,8.215028374,8.225199954,8.169328027,7.936306424,8.113776789,7.944651531,7.895949448
ENSDARG00000093936.1,9.28861741,9.093949929,9.25226483,9.416216518,8.908943619,8.432647139,9.215950517,8.882904308
ENSDARG00000099506.1,8.336833976,8.03896057,8.461811352,8.740111359,8.265693515,8.009546497,7.871505482,8.553774669
ENSDARG00000098589.1,12.18272074,12.24118126,11.98738663,12.03686083,11.19102028,11.04642078,11.23586475,11.03984589
ENSDARG00000091235.2,7.066269525,6.219712612,7.139388525,7.133073896,6.819156468,7.664749836,6.928337626,7.032362888
ENSDARG00000093318.1,7.389175404,7.582950785,7.914250602,7.968118023,7.54998271,8.016326098,7.920765358,7.929783091
ENSDARG00000095059.2,7.744707667,7.755862395,7.519248284,7.263765298,8.07618316,7.627542887,7.163119881,7.759607161
ENSDARG00000102533.1,7.744707667,7.981594143,8.010506539,7.836145398,7.781907283,8.009546497,7.196203391,7.825228516
ENSDARG00000092202.2,6.219712612,6.400705188,6.980685894,6.883530134,6.806708222,6.649932262,6.219712612,6.219712612
ENSDARG00000076819.6,8.053563608,7.682335891,7.460488905,7.560837316,7.504229909,7.646304838,7.074016466,7.658733311
ENSDARG00000093509.1,7.031168825,6.78874119,6.843404446,6.931822717,6.941283821,7.19809147,6.770789282,6.894662578
ENSDARG00000104654.2,6.994307271,7.496177633,7.015245714,7.039293963,7.134761861,7.121003317,7.196203391,7.35472893
ENSDARG00000057903.7,9.859015041,9.915087887,10.64904952,10.51747898,10.43347088,10.36993701,10.17144602,10.42178805
ENSDARG00000097613.2,10.08890087,10.0433327,10.05169438,10.06553179,9.984737549,10.16204649,9.753161731,9.747293046
ENSDARG00000101046.1,6.219712612,6.867269039,6.662432489,6.708784654,6.588437412,6.97932897,7.212272672,6.546215898
ENSDARG00000099068.1,6.84679087,6.842259183,6.219712612,6.219712612,6.806708222,6.571416938,7.074016466,6.680483164
ENSDARG00000094615.1,7.192767957,7.267969669,7.110163359,6.219712612,7.078439734,6.773772799,6.770789282,7.23342848
ENSDARG00000086077.3,6.681518969,7.337027602,6.944322344,6.742199673,6.521047176,7.035657945,6.631562681,6.894662578
ENSDARG00000089278.3,6.647520759,6.867269039,6.219712612,6.219712612,6.219712612,6.649932262,6.800212374,6.640632159
ENSDARG00000099474.1,7.083227607,7.507429145,7.246969308,6.998252144,6.678905157,6.745659104,6.670568393,6.894662578
ENSDARG00000060551.5,8.098144141,7.951861771,8.209522297,8.202076854,8.32393745,8.422864699,8.057481261,8.237870847
ENSDARG00000036066.5,9.465023246,8.177980905,8.479011467,8.365737789,8.254814376,9.267538953,8.071769042,9.14145012
ENSDARG00000094995.2,6.219712612,6.78874119,6.721153906,6.219712612,6.219712612,6.571416938,6.58833111,6.546215898
ENSDARG00000040194.4,6.935110109,6.219712612,6.457018342,6.742199673,6.465899927,6.612688414,6.404397489,6.596459811
ENSDARG00000097653.1,6.914159018,6.78874119,6.821045746,6.857912417,6.75386056,6.998602243,6.928337626,6.751021252
ENSDARG00000030215.9,7.340764659,7.540465658,7.095138067,7.417096843,7.617419637,7.569214416,7.629802391,7.474849962
ENSDARG00000103468.1,8.497628384,8.453253519,8.946897561,8.75294583,8.922259346,8.770813264,8.860689838,9.090702639
ENSDARG00000100437.1,8.497628384,8.453253519,8.946897561,8.75294583,8.922259346,8.770813264,8.860689838,9.090702639
ENSDARG00000087337.2,8.497628384,8.453253519,8.946897561,8.748681132,8.922259346,8.770813264,8.860689838,9.090702639
ENSDARG00000087953.2,8.497628384,8.453253519,8.946897561,8.748681132,8.922259346,8.770813264,8.860689838,9.090702639
ENSDARG00000099939.1,8.497628384,8.453253519,8.946897561,8.748681132,8.922259346,8.770813264,8.860689838,9.090702639
ENSDARG00000103357.1,8.497628384,8.453253519,8.946897561,8.748681132,8.922259346,8.770813264,8.860689838,9.090702639
ENSDARG00000096491.1,6.219712612,6.219712612,6.821045746,7.019062911,6.910269434,6.219712612,6.219712612,6.812908824
ENSDARG00000087440.3,7.581809709,7.773519385,8.010506539,7.657001508,8.334250722,8.664545597,9.274975644,8.257232561
ENSDARG00000089507.4,10.76864713,10.77240233,10.68232516,10.69821039,9.551216854,9.455314555,9.601105223,9.484484229
ENSDARG00000088589.4,8.072866469,8.080290735,8.533417059,8.377074965,8.70942875,9.232744647,9.568634162,8.953166134
ENSDARG00000103943.1,9.471820726,9.449167478,9.014733267,8.913447953,9.123812562,8.503788537,8.943824966,9.25620197
ENSDARG00000026988.8,7.938024547,7.737926636,7.859558714,8.0583913,7.817590842,7.946764476,7.449170616,7.615656024
ENSDARG00000063361.7,8.929401511,8.814806047,9.026198346,9.208945307,9.084600486,9.272816024,8.914172451,9.154676141
ENSDARG00000077794.3,6.647520759,7.20862333,6.998175869,7.232908845,7.322229,6.745659104,7.302953048,7.217042466
ENSDARG00000016750.8,7.849213016,8.003424,7.015245714,7.096907205,7.394514121,7.308623379,8.120518414,7.954544261
ENSDARG00000101807.2,7.479325582,7.755862395,6.962745926,7.096907205,7.277324487,7.395472295,7.49736401,7.311103931
ENSDARG00000103070.1,6.219712612,6.999626812,7.110163359,7.232908845,6.608265996,7.212693081,7.385451544,7.165914791
ENSDARG00000090342.3,7.031168825,6.891289031,6.885741224,6.883530134,6.678905157,6.571416938,6.219712612,6.966968687
